size_interval,size_2,size_3,size_4
0.2072,0.0007,0.0010,0.0014
0.2600,0.0093,0.0218,0.0465
0.2435,0.0009,0.0017,0.0137
0.0659,0.0007,0.0010,0.0014
0.1393,0.0028,0.0042,0.0056
0.1099,0.0007,0.0010,0.0014
0.1772,0.0244,0.0478,0.0725
0.2403,0.0152,0.0460,0.0904
0.0490,0.0007,0.0010,0.0014
0.1673,0.0007,0.0010,0.0014
0.1245,0.0017,0.0024,0.0031
0.1532,0.0014,0.0021,0.0028
0.1410,0.0007,0.0010,0.0014
0.2662,0.1346,0.2473,0.3821
0.1297,0.0126,0.0193,0.0263
0.1127,0.0017,0.0024,0.0031
0.2517,0.0756,0.1850,0.3431
0.2487,0.0014,0.0086,0.0193
0.1056,0.0028,0.0042,0.0056
0.0343,0.0007,0.0010,0.0014
0.1633,0.0007,0.0010,0.0014
0.3292,0.1938,0.2843,0.3714
0.1734,0.0037,0.0157,0.0282
0.2207,0.0158,0.0375,0.0591
0.1708,0.0007,0.0010,0.0014
0.1476,0.0014,0.0021,0.0028
0.1165,0.0007,0.0010,0.0014
0.2895,0.0411,0.1119,0.2850
0.1221,0.0007,0.0010,0.0014
0.2248,0.0122,0.0334,0.0723
0.1402,0.0028,0.0042,0.0056
0.2369,0.1009,0.1646,0.2268
0.1953,0.0085,0.0243,0.0432
0.1778,0.0007,0.0010,0.0014
0.0828,0.0007,0.0010,0.0014
0.1468,0.0007,0.0010,0.0014
0.0289,0.0030,0.0049,0.0067
0.1346,0.0007,0.0010,0.0014
0.1920,0.0161,0.0430,0.0759
0.1654,0.0103,0.0234,0.0412
0.1251,0.0007,0.0010,0.0014
0.1926,0.0054,0.0303,0.0567
0.2509,0.0052,0.0113,0.0207
0.1054,0.0017,0.0024,0.0031
0.1337,0.0017,0.0024,0.0031
0.1511,0.0017,0.0024,0.0031
0.1676,0.0237,0.0604,0.0978
0.2798,0.0207,0.0498,0.0785
0.1186,0.0007,0.0010,0.0014
0.1562,0.0007,0.0010,0.0014
0.1540,0.0017,0.0024,0.0031
0.1409,0.0007,0.0010,0.0014
0.1765,0.0285,0.0778,0.1402
0.1200,0.0021,0.0031,0.0042
0.1334,0.0007,0.0010,0.0014
0.2158,0.0358,0.0722,0.1370
0.1178,0.0000,0.0000,0.0000
0.1572,0.0007,0.0010,0.0014
0.1544,0.0017,0.0024,0.0031
0.1027,0.0007,0.0010,0.0014
0.1653,0.0028,0.0042,0.0056
0.0981,0.0021,0.0031,0.0042
0.1034,0.0007,0.0010,0.0014
0.2281,0.0496,0.1067,0.2842
0.1408,0.0237,0.0454,0.0885
0.1116,0.0000,0.0000,0.0000
0.1443,0.0014,0.0022,0.0030
0.1488,0.0017,0.0024,0.0031
0.1295,0.0007,0.0010,0.0014
0.2615,0.0023,0.0049,0.0232
0.1499,0.0007,0.0010,0.0014
0.1752,0.0145,0.0398,0.0816
0.1853,0.0367,0.0720,0.1203
0.1177,0.0031,0.0045,0.0059
0.1988,0.0027,0.0077,0.0146
0.1706,0.0080,0.0119,0.0159
0.1898,0.0144,0.0335,0.0570
0.0410,0.0007,0.0010,0.0014
0.1477,0.0007,0.0010,0.0014
0.0958,0.0017,0.0024,0.0031
0.0936,0.0007,0.0010,0.0014
0.0415,0.0025,0.0042,0.0058
0.1549,0.0045,0.0066,0.0088
0.0903,0.0007,0.0010,0.0014
0.1174,0.0007,0.0010,0.0014
0.1335,0.0017,0.0024,0.0031
0.1262,0.0038,0.0056,0.0074
0.1234,0.0007,0.0010,0.0014
0.2390,0.0185,0.0455,0.0873
0.1746,0.0007,0.0010,0.0014
0.2500,0.0261,0.0496,0.0824
0.0604,0.0007,0.0010,0.0014
0.2185,0.0080,0.0219,0.0421
0.2386,0.0240,0.0463,0.0749
0.2382,0.1675,0.2640,0.3538
0.2638,0.0633,0.1327,0.2839
0.1415,0.0017,0.0024,0.0031
0.1369,0.0034,0.0052,0.0070
0.1269,0.0007,0.0010,0.0014
0.1085,0.0007,0.0010,0.0014
0.2216,0.0008,0.0132,0.0546
0.1647,0.0134,0.0399,0.0691
0.1789,0.0179,0.0394,0.0647
0.1474,0.0017,0.0024,0.0031
0.1691,0.0007,0.0010,0.0014
0.3700,0.1600,0.2346,0.3162
0.1036,0.0007,0.0010,0.0014
0.1292,0.0000,0.0000,0.0000
0.2042,0.0025,0.0157,0.0404
0.2119,0.0057,0.0217,0.0451
0.1074,0.0007,0.0010,0.0014
0.0458,0.1072,0.2491,0.3968
0.0892,0.0007,0.0010,0.0014
0.1060,0.0042,0.0063,0.0081
0.1294,0.0000,0.0000,0.0000
0.1857,0.0033,0.0127,0.0229
0.2430,0.0024,0.0191,0.0454
0.1895,0.0038,0.0087,0.0159
0.1527,0.0007,0.0010,0.0014
0.1175,0.0007,0.0010,0.0014
0.1685,0.0024,0.0035,0.0045
0.2093,0.0334,0.0570,0.0927
0.0878,0.0007,0.0010,0.0014
0.0910,0.0007,0.0010,0.0014
0.2665,0.0286,0.0596,0.1099
0.0679,0.0014,0.0021,0.0028
0.2486,0.0095,0.0190,0.0363
0.1353,0.0007,0.0010,0.0014
0.2409,0.0241,0.0545,0.1035
0.3636,0.0094,0.0187,0.0645
0.1833,0.0020,0.0052,0.0104
0.1168,0.0007,0.0010,0.0014
0.2206,0.0227,0.0534,0.0876
0.0775,0.0000,0.0000,0.0000
0.1242,0.0007,0.0010,0.0014
0.1137,0.0057,0.0110,0.0165
0.1218,0.0155,0.0235,0.0312
0.1397,0.0021,0.0167,0.0293
0.2080,0.0068,0.0151,0.0312
0.1660,0.0007,0.0010,0.0014
0.1263,0.0007,0.0010,0.0014
0.1104,0.0127,0.0191,0.0253
0.1082,0.0017,0.0024,0.0031
0.1655,0.0057,0.0087,0.0117
0.1643,0.0007,0.0010,0.0014
0.1252,0.0007,0.0010,0.0014
0.1831,0.0119,0.0267,0.0656
0.2355,0.0695,0.1222,0.1689
0.1325,0.0007,0.0010,0.0014
0.2649,0.0840,0.1474,0.2172
0.2766,0.0397,0.0999,0.2109
0.2756,0.0420,0.0868,0.1368
0.0803,0.0007,0.0010,0.0014
0.2247,0.0053,0.0113,0.0332
0.1545,0.0035,0.0052,0.0070
0.1995,0.0323,0.0740,0.1219
0.2358,0.0203,0.0303,0.0444
0.1782,0.0025,0.0063,0.0316
0.1226,0.0014,0.0021,0.0028
0.0939,0.0021,0.0031,0.0042
0.1295,0.0109,0.0162,0.0217
0.1827,0.0007,0.0010,0.0014
0.2345,0.0183,0.0277,0.0448
0.1276,0.0035,0.0052,0.0070
0.1347,0.0007,0.0010,0.0014
0.0790,0.0070,0.0075,0.0080
0.1567,0.0020,0.0124,0.0236
0.2279,0.0078,0.0203,0.0494
0.2200,0.0031,0.0108,0.0362
0.1414,0.0007,0.0010,0.0014
0.1630,0.0007,0.0010,0.0014
0.2359,0.0052,0.0130,0.0456
0.1722,0.0038,0.0056,0.0074
0.2314,0.0674,0.1151,0.1671
0.2942,0.0197,0.0735,0.1473
0.1357,0.0017,0.0024,0.0031
0.2079,0.0462,0.0892,0.1304
0.2244,0.0089,0.0249,0.0768
0.1114,0.0007,0.0010,0.0014
0.1517,0.0007,0.0010,0.0014
0.0967,0.0007,0.0010,0.0014
0.2023,0.0086,0.0362,0.0635
0.2158,0.0021,0.0118,0.0231
0.1920,0.0071,0.0387,0.0692
0.0999,0.0134,0.0202,0.0268
0.1854,0.0007,0.0010,0.0014
0.0707,0.0007,0.0010,0.0014
0.3218,0.0451,0.1550,0.3079
0.1581,0.0288,0.0513,0.0782
0.2154,0.0155,0.0496,0.0950
0.1154,0.0007,0.0010,0.0014
0.1445,0.0007,0.0010,0.0014
0.0910,0.0007,0.0010,0.0014
0.1518,0.0007,0.0010,0.0014
0.0969,0.0028,0.0042,0.0056
0.2391,0.0097,0.0191,0.0731
0.1908,0.0142,0.0310,0.0526
0.1554,0.0024,0.0076,0.0145
0.2062,0.0070,0.0163,0.0312
0.2215,0.0421,0.0950,0.2381
0.2484,0.0069,0.0259,0.0842
0.2638,0.0121,0.0328,0.0561
0.2480,0.0935,0.1561,0.2173
0.2063,0.0330,0.0727,0.1122
0.1434,0.0332,0.0492,0.0647
0.0609,0.0014,0.0021,0.0028
0.1937,0.0028,0.0042,0.0056
0.1247,0.0007,0.0010,0.0014
0.3002,0.0282,0.1168,0.2774
0.1581,0.0055,0.0238,0.0429
0.1766,0.0007,0.0010,0.0014
0.1436,0.0007,0.0010,0.0014
0.2119,0.0136,0.0408,0.0749
0.2186,0.0224,0.0338,0.0448
0.1542,0.0007,0.0010,0.0014
0.1795,0.0091,0.0260,0.0504
0.2584,0.0254,0.0504,0.0747
0.1846,0.0032,0.0078,0.0185
0.1428,0.0007,0.0010,0.0014
0.1030,0.0007,0.0010,0.0014
0.1198,0.0007,0.0010,0.0014
0.1653,0.0011,0.0042,0.0166
0.0555,0.0007,0.0010,0.0014
0.1200,0.0007,0.0010,0.0014
0.1796,0.0155,0.0309,0.0451
0.2873,0.0850,0.1450,0.2030
0.1207,0.0007,0.0010,0.0014
0.1806,0.0385,0.0760,0.1362
0.0775,0.0007,0.0010,0.0014
0.2130,0.0099,0.0219,0.0399
0.1501,0.0007,0.0010,0.0014
0.1120,0.0017,0.0024,0.0031
0.1019,0.0007,0.0010,0.0014
0.2804,0.1022,0.1755,0.2748
0.2027,0.0135,0.0291,0.0580
0.1212,0.0028,0.0042,0.0056
0.1937,0.0352,0.0624,0.0906
0.2715,0.0065,0.0144,0.0267
0.3336,0.1161,0.2650,0.3862
0.2800,0.0376,0.1150,0.2676
0.1462,0.0242,0.0499,0.1010
0.1114,0.0057,0.0062,0.0066
0.2175,0.0081,0.0348,0.0908
0.2354,0.0152,0.0303,0.0492
0.1770,0.0017,0.0024,0.0031
0.0993,0.0007,0.0010,0.0014
0.1277,0.0007,0.0010,0.0014
0.1532,0.0017,0.0024,0.0031
0.1528,0.0018,0.0096,0.0207
0.2394,0.0749,0.1536,0.2900
0.3117,0.0031,0.0166,0.0362
0.1320,0.0007,0.0010,0.0014
0.1513,0.0017,0.0024,0.0031
0.2922,0.1186,0.2284,0.3582
0.1082,0.0017,0.0024,0.0031
0.1820,0.0077,0.0152,0.0360
0.1173,0.0007,0.0010,0.0014
0.1446,0.0007,0.0010,0.0014
0.1509,0.0017,0.0024,0.0031
0.1181,0.0007,0.0010,0.0014
0.1358,0.0007,0.0010,0.0014
0.1801,0.0597,0.1150,0.1781
0.2400,0.0932,0.1461,0.2194
0.2290,0.0007,0.0010,0.0014
0.1190,0.0007,0.0010,0.0014
0.1738,0.0063,0.0137,0.0221
0.0872,0.0007,0.0010,0.0014
0.1268,0.0028,0.0042,0.0056
0.1424,0.0007,0.0010,0.0014
0.2277,0.0116,0.0197,0.0297
0.1513,0.0084,0.0127,0.0172
0.1379,0.0017,0.0024,0.0031
0.1953,0.0216,0.0327,0.0433
0.1164,0.0123,0.0184,0.0242
0.2001,0.0248,0.0543,0.0861
0.2445,0.0040,0.0100,0.0181
0.2117,0.0057,0.0293,0.0701
0.1559,0.0007,0.0010,0.0014
0.2177,0.0328,0.0532,0.0944
0.1372,0.0007,0.0010,0.0014
0.1887,0.0320,0.0588,0.0970
0.1286,0.0007,0.0010,0.0014
0.0519,0.0077,0.0082,0.0086
0.1752,0.0199,0.0495,0.0870
0.1153,0.0116,0.0173,0.0231
0.2451,0.0007,0.0010,0.0014
0.1269,0.0007,0.0010,0.0014
0.2074,0.0123,0.0308,0.0698
0.1061,0.0007,0.0010,0.0014
0.1596,0.0007,0.0010,0.0014
0.1659,0.0007,0.0010,0.0014
0.1498,0.0007,0.0010,0.0014
0.2531,0.0009,0.0052,0.0241
0.1088,0.0017,0.0024,0.0031
0.1368,0.0024,0.0035,0.0045
0.1733,0.0303,0.0718,0.1108
0.2390,0.0007,0.0010,0.0014
0.1962,0.0111,0.0229,0.0484
0.3266,0.0194,0.1010,0.2179
0.1650,0.0017,0.0024,0.0031
0.3044,0.1465,0.2279,0.3262
0.2721,0.0542,0.1168,0.2332
0.2129,0.0139,0.0465,0.1151
0.2632,0.2014,0.2859,0.3578
0.2239,0.0297,0.0620,0.0989
0.0685,0.0077,0.0082,0.0086
0.1308,0.0052,0.0077,0.0102
0.1316,0.0007,0.0010,0.0014
0.1922,0.0019,0.0046,0.0265
0.1584,0.0169,0.0257,0.0342
0.2179,0.0285,0.0662,0.1078
0.1819,0.0141,0.0322,0.0665
0.2331,0.0186,0.0449,0.0889
0.1101,0.0035,0.0052,0.0070
0.1961,0.0052,0.0223,0.0439
0.1871,0.0323,0.0834,0.1392
0.1829,0.0091,0.0232,0.0456
0.1257,0.0007,0.0010,0.0014
0.1193,0.0007,0.0010,0.0014
0.1385,0.0007,0.0010,0.0014
0.0877,0.0007,0.0010,0.0014
0.1060,0.0007,0.0010,0.0014
0.1530,0.0007,0.0010,0.0014
0.1546,0.0007,0.0010,0.0014
0.1317,0.0007,0.0010,0.0014
0.2948,0.0526,0.1280,0.2670
0.2276,0.0072,0.0342,0.0643
0.1370,0.0000,0.0000,0.0000
0.0778,0.0007,0.0010,0.0014
0.1462,0.0007,0.0010,0.0014
0.1425,0.0007,0.0010,0.0014
0.1834,0.0007,0.0010,0.0014
0.1254,0.0007,0.0010,0.0014
0.2372,0.0034,0.0065,0.0332
0.0998,0.0007,0.0010,0.0014
0.1663,0.0052,0.0077,0.0098
0.2893,0.0216,0.0528,0.0927
0.2083,0.0074,0.0169,0.0270
0.1196,0.0007,0.0010,0.0014
0.1292,0.0007,0.0010,0.0014
0.1176,0.0227,0.0346,0.0459
0.2309,0.0072,0.0292,0.0603
0.1994,0.0007,0.0010,0.0014
0.2138,0.0020,0.0154,0.0300
0.1817,0.0116,0.0257,0.0495
0.1327,0.0007,0.0010,0.0014
0.1778,0.0071,0.0196,0.0375
0.1933,0.0227,0.0463,0.0934
0.1473,0.0007,0.0010,0.0014
0.1131,0.0017,0.0024,0.0031
0.2409,0.0322,0.0560,0.0844
0.2509,0.0016,0.0025,0.0044
0.1637,0.0007,0.0010,0.0014
0.2527,0.1054,0.1684,0.2499
0.2741,0.0054,0.0217,0.0417
0.1256,0.0007,0.0010,0.0014
0.1937,0.0282,0.0644,0.0973
0.2167,0.0178,0.0483,0.0841
0.2568,0.0007,0.0010,0.0014
0.1336,0.0000,0.0000,0.0000
0.2601,0.0040,0.0104,0.0411
0.3000,0.0642,0.1542,0.3304
0.1839,0.0025,0.0069,0.0180
0.1580,0.0007,0.0010,0.0014
0.1923,0.0219,0.0338,0.0463
0.2985,0.0322,0.0702,0.1234
0.1436,0.0155,0.0235,0.0312
0.1178,0.0007,0.0010,0.0014
0.1344,0.0007,0.0010,0.0014
0.1633,0.0017,0.0024,0.0031
0.0806,0.0007,0.0010,0.0014
0.1478,0.0007,0.0010,0.0014
0.1995,0.0141,0.0278,0.0541
0.1195,0.0070,0.0075,0.0080
0.2451,0.0079,0.0138,0.0481
0.1121,0.0045,0.0066,0.0088
0.1677,0.1487,0.2457,0.3659
0.1361,0.0014,0.0021,0.0028
0.1787,0.0241,0.0825,0.1480
0.0871,0.0007,0.0010,0.0014
0.1865,0.0747,0.1297,0.1879
0.2827,0.0317,0.1140,0.2369
0.1093,0.0007,0.0010,0.0014
0.1710,0.0139,0.0214,0.0293
0.1946,0.0045,0.0066,0.0088
0.1943,0.0108,0.0307,0.0703
0.0925,0.0000,0.0000,0.0000
0.0366,0.0134,0.0303,0.0688
0.1184,0.0007,0.0010,0.0014
0.2166,0.0107,0.0200,0.0320
0.0728,0.0007,0.0010,0.0014
0.0915,0.0007,0.0010,0.0014
0.1378,0.0017,0.0024,0.0031
0.2931,0.0442,0.1694,0.3226
0.0995,0.0007,0.0010,0.0014
0.1454,0.0007,0.0010,0.0014
0.2070,0.0020,0.0087,0.0226
0.2916,0.0666,0.1715,0.3106
0.1324,0.0007,0.0010,0.0014
0.1716,0.0026,0.0060,0.0096
0.1557,0.0155,0.0235,0.0312
0.1549,0.0007,0.0010,0.0014
0.1042,0.0017,0.0024,0.0031
0.2240,0.0269,0.0524,0.0803
0.0779,0.0007,0.0010,0.0014
0.1107,0.0024,0.0035,0.0045
0.1510,0.0045,0.0066,0.0088
0.1494,0.0007,0.0010,0.0014
0.2442,0.0062,0.0166,0.0378
0.2000,0.0010,0.0132,0.0359
0.1616,0.0007,0.0010,0.0014
0.1897,0.0179,0.0308,0.0435
0.1606,0.0017,0.0024,0.0031
0.2173,0.0427,0.1067,0.1853
0.1705,0.0447,0.0826,0.1324
0.2329,0.0037,0.0147,0.0334
0.1281,0.0000,0.0000,0.0000
0.1724,0.0230,0.0447,0.0705
0.1397,0.0007,0.0010,0.0014
